locus_tag	ftype	length_bp	gene	EC_number	COG	product
MEIMHKMB_02718	CDS	615				hypothetical protein
MEIMHKMB_02719	CDS	870	kbaY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
MEIMHKMB_02720	CDS	399				hypothetical protein
MEIMHKMB_02721	CDS	1215	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
MEIMHKMB_02722	CDS	312				hypothetical protein
MEIMHKMB_02723	CDS	1698				hypothetical protein
MEIMHKMB_02724	CDS	1047				hypothetical protein
MEIMHKMB_02725	CDS	462				hypothetical protein
MEIMHKMB_02726	CDS	669				hypothetical protein
MEIMHKMB_02727	CDS	333				hypothetical protein
MEIMHKMB_02728	CDS	390				hypothetical protein
MEIMHKMB_02729	CDS	414				hypothetical protein
MEIMHKMB_02730	CDS	210				hypothetical protein
MEIMHKMB_02731	CDS	627	essC		COG1674	Type VII secretion system protein EssC
MEIMHKMB_02732	CDS	483				hypothetical protein
MEIMHKMB_02733	CDS	582				hypothetical protein
MEIMHKMB_02734	CDS	300				hypothetical protein
MEIMHKMB_02735	CDS	396		7.2.2.10		Calcium-transporting ATPase 1
MEIMHKMB_02736	CDS	2061		7.2.2.10		Calcium-transporting ATPase 1
MEIMHKMB_02737	CDS	411	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
MEIMHKMB_02738	CDS	546	rex		COG2344	Redox-sensing transcriptional repressor Rex
MEIMHKMB_02739	CDS	549				hypothetical protein
MEIMHKMB_02740	CDS	312				hypothetical protein
MEIMHKMB_02741	CDS	888				hypothetical protein
MEIMHKMB_02742	CDS	429				hypothetical protein
MEIMHKMB_02743	CDS	609	fabF_2	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
MEIMHKMB_02744	CDS	723	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MEIMHKMB_02745	CDS	903	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
MEIMHKMB_02746	CDS	960		1.6.5.11	COG2070	NADH:quinone reductase
MEIMHKMB_02747	CDS	219	acpA		COG0236	Acyl carrier protein
MEIMHKMB_02748	CDS	948	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
MEIMHKMB_02749	CDS	465				hypothetical protein
MEIMHKMB_02750	CDS	204				hypothetical protein
MEIMHKMB_02751	CDS	441				hypothetical protein
MEIMHKMB_02752	CDS	99				hypothetical protein
MEIMHKMB_02753	CDS	852				hypothetical protein
MEIMHKMB_02754	CDS	213				hypothetical protein
MEIMHKMB_02755	CDS	495				IS256 family transposase IS256
MEIMHKMB_02756	CDS	1674	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
MEIMHKMB_02757	CDS	666	yvdM	5.4.2.6	COG0637	Beta-phosphoglucomutase
MEIMHKMB_02758	CDS	1005	ccpA_2		COG1609	Catabolite control protein A
MEIMHKMB_02759	CDS	828	araQ_7		COG0395	L-arabinose transport system permease protein AraQ
MEIMHKMB_02760	CDS	519	lacF_5			Lactose transport system permease protein LacF
MEIMHKMB_02761	CDS	348				hypothetical protein
MEIMHKMB_02762	CDS	1278				hypothetical protein
MEIMHKMB_02763	CDS	2334	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
MEIMHKMB_02764	CDS	255				hypothetical protein
MEIMHKMB_02765	CDS	384				hypothetical protein
MEIMHKMB_02766	CDS	225				hypothetical protein
MEIMHKMB_02767	CDS	1251	xerC_2			Tyrosine recombinase XerC
MEIMHKMB_02768	CDS	459				hypothetical protein
MEIMHKMB_02769	CDS	678	lexA_3	3.4.21.88		LexA repressor
MEIMHKMB_02770	CDS	210				hypothetical protein
MEIMHKMB_02771	CDS	366				hypothetical protein
MEIMHKMB_02772	CDS	192				hypothetical protein
MEIMHKMB_02773	CDS	135				hypothetical protein
MEIMHKMB_02774	CDS	237				hypothetical protein
MEIMHKMB_02775	CDS	213				hypothetical protein
MEIMHKMB_02776	CDS	792				hypothetical protein
MEIMHKMB_02777	CDS	195				hypothetical protein
MEIMHKMB_02778	CDS	627				hypothetical protein
MEIMHKMB_02779	CDS	630				hypothetical protein
MEIMHKMB_02780	CDS	105				hypothetical protein
MEIMHKMB_02781	CDS	840				hypothetical protein
MEIMHKMB_02782	CDS	720	yycJ_2	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
MEIMHKMB_02783	CDS	480				hypothetical protein
MEIMHKMB_02784	CDS	615				hypothetical protein
MEIMHKMB_02785	CDS	249				hypothetical protein
MEIMHKMB_02786	CDS	624				hypothetical protein
MEIMHKMB_02787	CDS	312	immR		COG1396	HTH-type transcriptional regulator ImmR
MEIMHKMB_02788	CDS	156				hypothetical protein
MEIMHKMB_02789	CDS	297				hypothetical protein
MEIMHKMB_02790	CDS	198				hypothetical protein
MEIMHKMB_02791	CDS	213				hypothetical protein
MEIMHKMB_02792	CDS	198				hypothetical protein
MEIMHKMB_02793	CDS	531				hypothetical protein
MEIMHKMB_02794	CDS	360				hypothetical protein
MEIMHKMB_02795	CDS	225				hypothetical protein
MEIMHKMB_02796	CDS	240	nrdH_4		COG0695	Glutaredoxin-like protein NrdH
MEIMHKMB_02797	CDS	342				hypothetical protein
MEIMHKMB_02798	CDS	303				hypothetical protein
MEIMHKMB_02799	CDS	465	ssbA		COG0629	Single-stranded DNA-binding protein A
MEIMHKMB_02800	CDS	471				hypothetical protein
MEIMHKMB_02801	tRNA	74				tRNA-Arg(acg)
MEIMHKMB_02802	CDS	309				hypothetical protein
MEIMHKMB_02803	CDS	1281				hypothetical protein
MEIMHKMB_02804	CDS	1395				hypothetical protein
MEIMHKMB_02805	CDS	762				hypothetical protein
MEIMHKMB_02806	CDS	270				hypothetical protein
MEIMHKMB_02807	CDS	279				hypothetical protein
MEIMHKMB_02808	CDS	585				hypothetical protein
MEIMHKMB_02809	CDS	846				hypothetical protein
MEIMHKMB_02810	CDS	318				hypothetical protein
MEIMHKMB_02811	CDS	309				hypothetical protein
MEIMHKMB_02812	CDS	354				hypothetical protein
MEIMHKMB_02813	CDS	393				hypothetical protein
MEIMHKMB_02814	CDS	507				hypothetical protein
MEIMHKMB_02815	CDS	423				hypothetical protein
MEIMHKMB_02816	CDS	252				hypothetical protein
MEIMHKMB_02817	CDS	1056				hypothetical protein
MEIMHKMB_02818	CDS	885				hypothetical protein
MEIMHKMB_02819	CDS	1125	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
MEIMHKMB_02820	CDS	774	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
MEIMHKMB_02821	CDS	738	mta_2		COG0789	HTH-type transcriptional activator mta
MEIMHKMB_02822	CDS	702				hypothetical protein
MEIMHKMB_02823	CDS	168				hypothetical protein
MEIMHKMB_02824	CDS	642				hypothetical protein
MEIMHKMB_02825	CDS	900				hypothetical protein
MEIMHKMB_02826	CDS	1404	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
MEIMHKMB_02827	CDS	2085				hypothetical protein
MEIMHKMB_02828	CDS	630	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
MEIMHKMB_02829	CDS	1509	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
MEIMHKMB_02830	CDS	336				hypothetical protein
MEIMHKMB_02831	CDS	315	alr_1	5.1.1.1		Alanine racemase
MEIMHKMB_02832	CDS	732	alr_2	5.1.1.1	COG0787	Alanine racemase
MEIMHKMB_02833	CDS	663		3.-.-.-		putative metallo-hydrolase
MEIMHKMB_02834	CDS	240				hypothetical protein
MEIMHKMB_02835	CDS	1149				hypothetical protein
MEIMHKMB_02836	CDS	222				hypothetical protein
MEIMHKMB_02837	CDS	1650				hypothetical protein
